,current_time,actual_consumption,actual_pv,price_buy,price_sell,grid_energy,current_charge,money_spent,money_no_batt
249, 2014-08-31 11:45:00+0300,50.67,32.7809,0.049,0.031,-0.8401,63.1586,360.647,373.4653
250, 2014-08-31 12:00:00+0300,55.5793,40.5369,0.049,0.031,-3.6585,44.0637,360.551,374.2024
251, 2014-08-31 12:15:00+0300,54.1838,48.2441,0.049,0.031,3.3479,39.619,360.6351,374.4934
252, 2014-08-31 12:30:00+0300,55.3302,55.5135,0.049,0.031,-0.4131,37.9046,360.579,374.4878
253, 2014-08-31 12:45:00+0300,49.6732,62.8353,0.049,0.031,-11.9194,38.1463,360.1788,374.0797
254, 2014-08-31 13:00:00+0300,55.0167,69.7886,0.049,0.031,-13.4047,39.2737,359.7577,373.6218
255, 2014-08-31 13:15:00+0300,52.8817,76.3745,0.049,0.031,-18.8588,47.8952,359.3107,372.8935
256, 2014-08-31 13:30:00+0300,53.2035,82.6047,0.049,0.031,-25.8983,57.4944,358.7125,371.9821
257, 2014-08-31 13:45:00+0300,54.4057,88.5359,0.049,0.031,-28.9805,71.5389,358.1128,370.9241
258, 2014-08-31 14:00:00+0300,52.4186,94.0806,0.049,0.031,-34.1209,88.3054,357.3684,369.6325
259, 2014-08-31 14:15:00+0300,53.1435,99.4381,0.049,0.031,-30.1213,106.0663,356.5128,368.1974
260, 2014-08-31 14:30:00+0300,56.3799,104.056,0.049,0.031,-31.6566,123.8743,355.616,366.7194
261, 2014-08-31 14:45:00+0300,51.1461,108.2125,0.049,0.031,-38.94,141.6865,354.4282,364.9504
262, 2014-08-31 15:00:00+0300,54.9662,111.8915,0.049,0.031,-38.2812,159.4989,353.2447,363.1857
263, 2014-08-31 15:15:00+0300,60.1506,115.0955,0.049,0.031,-40.4154,177.3114,352.1227,361.4824
264, 2014-08-31 15:30:00+0300,56.469,117.8148,0.049,0.031,-61.3458,195.1239,350.8022,359.5807
265, 2014-08-31 15:45:00+0300,47.4152,120.0738,0.049,0.031,-72.6586,212.9364,349.131,357.3283
266, 2014-08-31 16:00:00+0300,54.856,121.8238,0.049,0.031,-66.9678,230.7489,347.6363,355.2523
267, 2014-08-31 16:15:00+0300,53.687,123.0248,0.049,0.031,-69.3378,248.5614,346.0681,353.1028
268, 2014-08-31 16:30:00+0300,54.9229,123.3952,0.049,0.031,-68.4723,266.3739,344.5267,350.9802
269, 2014-08-31 16:45:00+0300,55.616,118.0069,0.049,0.031,-62.3909,284.1864,343.1738,349.046
270, 2014-08-31 17:00:00+0300,55.767,118.1423,0.049,0.031,-62.3753,300.0,341.7562,347.1124
271, 2014-08-31 17:15:00+0300,47.6149,121.1507,0.049,0.031,-73.5357,300.0,339.4766,344.8328
272, 2014-08-31 17:30:00+0300,54.7816,120.7034,0.049,0.031,-65.9218,300.0,337.433,342.7892
273, 2014-08-31 17:45:00+0300,53.2712,118.4009,0.049,0.031,-65.1297,300.0,335.414,340.7702
274, 2014-08-31 18:00:00+0300,53.6052,114.4807,0.049,0.031,-60.8755,300.0,333.5269,338.8831
275, 2014-08-31 18:15:00+0300,56.6013,91.3588,0.049,0.031,-34.7575,300.0,332.4494,337.8056
276, 2014-08-31 18:30:00+0300,54.9699,61.4739,0.049,0.031,-6.5041,300.0,332.2477,337.604
277, 2014-08-31 18:45:00+0300,50.8273,48.036,0.049,0.031,1.9754,297.4267,332.2647,337.7407
278, 2014-08-31 19:00:00+0300,53.2358,48.1547,0.049,0.031,5.9847,296.7602,332.4827,337.9897
279, 2014-08-31 19:15:00+0300,54.7275,66.1407,0.049,0.031,-11.4139,299.9898,332.2343,337.6359
280, 2014-08-31 19:30:00+0300,54.0187,74.178,0.049,0.031,-20.1582,299.9994,331.6096,337.0109
281, 2014-08-31 19:45:00+0300,58.4362,51.3652,0.049,0.031,7.0702,299.9865,331.9555,337.3574
282, 2014-08-31 20:00:00+0300,52.6619,24.6038,0.049,0.031,17.8639,281.8838,332.4877,338.7323
283, 2014-08-31 20:15:00+0300,55.4368,11.9011,0.049,0.031,24.9741,262.1469,333.7022,340.8655
284, 2014-08-31 20:30:00+0300,54.431,12.8116,0.049,0.031,23.0086,242.4101,334.8228,342.9049
285, 2014-08-31 20:45:00+0300,52.1009,6.5614,0.049,0.031,27.4565,222.6733,336.1355,345.1363
286, 2014-08-31 21:00:00+0300,55.451,0.8542,0.049,0.031,36.1308,202.9364,337.8919,347.8116
287, 2014-08-31 21:15:00+0300,50.8382,0.0,0.049,0.031,32.0882,183.1996,339.4643,350.3026
288, 2014-08-31 21:30:00+0300,53.642,0.0,0.049,0.031,34.8922,163.4627,341.174,352.9311
289, 2014-08-31 21:45:00+0300,52.9589,0.0,0.049,0.031,34.2739,143.7259,342.8502,355.5261
290, 2014-08-31 22:00:00+0300,54.2652,0.0,0.049,0.031,35.8422,123.9891,344.5905,358.1851
291, 2014-08-31 22:15:00+0300,57.5583,0.0,0.049,0.031,38.8083,104.2522,346.4921,361.0054
292, 2014-08-31 22:30:00+0300,51.0614,0.0,0.049,0.031,32.3117,84.5154,348.0753,363.5074
293, 2014-08-31 22:45:00+0300,55.6803,0.0,0.049,0.031,36.9676,64.7785,349.8849,366.2358
294, 2014-08-31 23:00:00+0300,52.3318,0.0,0.049,0.031,33.7559,45.0417,351.5304,368.8
295, 2014-08-31 23:15:00+0300,56.8522,0.0,0.049,0.031,38.1023,25.3049,353.3974,371.5858
296, 2014-08-31 23:30:00+0300,51.6684,0.0,0.049,0.031,32.9184,5.568,355.0104,374.1175
297, 2014-08-31 23:45:00+0300,56.4406,0.0,0.049,0.031,42.2528,0.0,357.5168,376.8831
298, 2014-09-01 00:00:00+0300,52.4769,0.0,0.049,0.031,52.4769,0.0,360.0882,379.4545
299, 2014-09-01 00:15:00+0300,53.7024,0.0,0.049,0.031,53.7024,0.0,362.7196,382.0859
300, 2014-09-01 00:30:00+0300,55.5965,0.0,0.049,0.031,55.5965,0.0,365.4438,384.8101
301, 2014-09-01 00:45:00+0300,49.443,0.0,0.049,0.031,49.443,0.0,367.8665,387.2328
302, 2014-09-01 01:00:00+0300,54.4611,0.0,0.031,0.031,54.4611,16.2814,370.0861,388.9211
303, 2014-09-01 01:15:00+0300,51.6262,0.0,0.031,0.031,51.6262,30.7836,372.1598,390.5216
304, 2014-09-01 01:30:00+0300,55.8137,0.0,0.031,0.031,55.8137,47.8918,374.4483,392.2518
305, 2014-09-01 01:45:00+0300,45.7386,0.0,0.031,0.031,45.7386,65.6994,376.4473,393.6697
306, 2014-09-01 02:00:00+0300,54.1552,0.0,0.031,0.031,54.1553,83.5094,378.7072,395.3485
307, 2014-09-01 02:15:00+0300,53.6051,0.0,0.031,0.031,53.605,101.0658,380.9419,397.0102
308, 2014-09-01 02:30:00+0300,53.7024,0.0,0.031,0.031,53.7024,118.8782,383.1879,398.675
309, 2014-09-01 02:45:00+0300,54.6246,0.0,0.031,0.031,54.6246,136.6907,385.4625,400.3684
310, 2014-09-01 03:00:00+0300,52.0173,0.0,0.031,0.031,52.0178,154.5032,387.6563,401.9809
311, 2014-09-01 03:15:00+0300,53.6374,0.0,0.031,0.031,53.6369,172.3157,389.9003,403.6437
312, 2014-09-01 03:30:00+0300,53.9575,0.0,0.031,0.031,53.9581,190.1282,392.1542,405.3164
313, 2014-09-01 03:45:00+0300,54.9561,0.0,0.031,0.031,54.957,207.9407,394.4391,407.02
314, 2014-09-01 04:00:00+0300,55.0895,0.0,0.031,0.031,57.4871,225.7532,396.7282,408.7278
315, 2014-09-01 04:15:00+0300,50.7285,0.0,0.031,0.031,62.0576,243.5657,398.882,410.3004
316, 2014-09-01 04:30:00+0300,54.8632,0.0,0.031,0.031,72.7093,261.3782,401.164,412.0011
317, 2014-09-01 04:45:00+0300,59.9034,0.0,0.031,0.031,78.6466,279.1907,403.6023,413.8581
318, 2014-09-01 05:00:00+0300,50.1741,0.0,0.031,0.031,68.8807,297.0032,405.7389,415.4135
319, 2014-09-01 05:15:00+0300,55.8195,0.0,0.031,0.031,74.5695,300.0,407.5671,417.1439
320, 2014-09-01 05:30:00+0300,53.6028,0.0,0.031,0.031,72.3528,300.0,409.2288,418.8056
321, 2014-09-01 05:45:00+0300,56.738,0.0,0.031,0.031,75.488,300.0,410.9877,420.5645
322, 2014-09-01 06:00:00+0300,57.0535,0.0,0.031,0.031,75.8035,300.0,412.7563,422.3331
323, 2014-09-01 06:15:00+0300,57.369,0.0,0.031,0.031,76.119,300.0,414.5348,424.1116
324, 2014-09-01 06:30:00+0300,57.6845,0.0,0.031,0.031,76.4345,300.0,416.323,425.8998
325, 2014-09-01 06:45:00+0300,43.8838,0.0,0.031,0.031,62.6338,300.0,417.6834,427.2602
326, 2014-09-01 07:00:00+0300,54.3986,0.0,0.031,0.031,73.1486,300.0,419.3697,428.9466
327, 2014-09-01 07:15:00+0300,54.0563,0.0,0.031,0.031,72.8063,300.0,421.0455,430.6223
328, 2014-09-01 07:30:00+0300,54.0216,0.0,0.031,0.031,72.7716,300.0,422.7202,432.297
329, 2014-09-01 07:45:00+0300,54.5852,0.1912,0.031,0.031,73.1439,300.0,424.4064,433.9832
330, 2014-09-01 08:00:00+0300,52.3186,1.1788,0.031,0.031,69.8898,300.0,425.9917,435.5685
331, 2014-09-01 08:15:00+0300,54.0463,4.2682,0.031,0.031,68.5281,300.0,427.5348,437.1116
332, 2014-09-01 08:30:00+0300,53.4206,7.4569,0.031,0.031,48.9791,300.0,428.9597,438.5365
333, 2014-09-01 08:45:00+0300,52.7298,9.4767,0.031,0.031,43.2531,300.0,430.3005,439.8774
334, 2014-09-01 09:00:00+0300,54.841,11.0268,0.049,0.031,43.8143,280.2643,431.5287,442.0243
335, 2014-09-01 09:15:00+0300,58.6856,12.2536,0.049,0.031,46.432,260.5281,432.8852,444.2994
336, 2014-09-01 09:30:00+0300,54.145,13.1467,0.049,0.031,40.9982,240.7916,433.9754,446.3083
337, 2014-09-01 09:45:00+0300,60.8405,5.3783,0.049,0.031,55.4622,221.0548,435.7743,449.026
338, 2014-09-01 10:00:00+0300,66.2018,8.5138,0.049,0.031,38.938,201.318,437.6822,451.8527
339, 2014-09-01 10:15:00+0300,83.0517,10.6347,0.049,0.031,60.0195,181.5812,440.3119,455.4011
340, 2014-09-01 10:30:00+0300,78.3964,11.6194,0.049,0.031,78.7185,161.8443,442.6652,458.6732
341, 2014-09-01 10:45:00+0300,85.4448,11.6892,0.049,0.031,70.5893,142.1075,445.3605,462.2872
342, 2014-09-01 11:00:00+0300,83.4375,11.8594,0.049,0.031,52.8282,122.3706,447.9491,465.7946
343, 2014-09-01 11:15:00+0300,85.8554,17.7924,0.049,0.031,49.3131,102.6338,450.3654,469.1296
344, 2014-09-01 11:30:00+0300,91.2542,24.8697,0.049,0.031,47.6345,82.897,452.6995,472.3825
345, 2014-09-01 11:45:00+0300,96.3884,33.0137,0.049,0.031,44.6246,63.1601,454.8861,475.4878
346, 2014-09-01 12:00:00+0300,93.7342,41.5963,0.049,0.031,33.3879,43.4238,456.5222,478.0426
347, 2014-09-01 12:15:00+0300,88.4895,55.7176,0.049,0.031,14.0226,23.688,457.2093,479.6484
348, 2014-09-01 12:30:00+0300,92.6368,61.7346,0.049,0.031,12.1583,3.9576,457.805,481.1626
349, 2014-09-01 12:45:00+0300,92.8758,71.0961,0.049,0.031,3.1485,0.0049,458.6882,482.2298
350, 2014-09-01 13:00:00+0300,96.8448,80.5774,0.049,0.031,-1.9065,0.0046,459.4853,483.0269
351, 2014-09-01 13:15:00+0300,84.5988,87.0398,0.049,0.031,-12.4086,0.0028,459.4096,482.9513
352, 2014-09-01 13:30:00+0300,93.722,89.1786,0.049,0.031,-2.8883,0.008,459.6325,483.1739
353, 2014-09-01 13:45:00+0300,96.4301,95.2366,0.049,0.031,-3.6924,0.0068,459.6909,483.2324
354, 2014-09-01 14:00:00+0300,95.2033,101.3668,0.049,0.031,-7.9237,0.6367,459.5204,483.0413
355, 2014-09-01 14:15:00+0300,83.992,105.7562,0.049,0.031,-14.8001,9.325,459.1292,482.3666
356, 2014-09-01 14:30:00+0300,93.3268,109.4481,0.049,0.031,-8.5241,19.3816,458.9576,481.8669
357, 2014-09-01 14:45:00+0300,86.2938,112.7182,0.049,0.031,-16.7069,33.0936,458.5859,481.0477
358, 2014-09-01 15:00:00+0300,88.0103,116.552,0.049,0.031,-15.2375,49.5977,458.2397,480.1629
359, 2014-09-01 15:15:00+0300,87.2549,119.2529,0.049,0.031,-13.2481,67.4101,457.829,479.171
360, 2014-09-01 15:30:00+0300,89.9672,122.3677,0.049,0.031,-13.6506,85.2226,457.4058,478.1666
361, 2014-09-01 15:45:00+0300,94.5029,126.1506,0.049,0.031,-12.8978,103.0351,457.006,477.1855
362, 2014-09-01 16:00:00+0300,87.9881,128.4598,0.049,0.031,-21.722,120.8475,456.3326,475.9309
363, 2014-09-01 16:15:00+0300,95.0039,129.8548,0.049,0.031,-16.1009,138.66,455.8335,474.8505
364, 2014-09-01 16:30:00+0300,89.4133,130.6521,0.049,0.031,-22.4888,156.4725,455.1364,473.5721
365, 2014-09-01 16:45:00+0300,89.5241,130.8419,0.049,0.031,-22.5678,174.285,454.4368,472.2912
366, 2014-09-01 17:00:00+0300,94.2682,130.4055,0.049,0.031,-17.3876,192.0973,453.8977,471.171
367, 2014-09-01 17:15:00+0300,95.047,129.3671,0.049,0.031,-15.5701,209.9098,453.4151,470.107
368, 2014-09-01 17:30:00+0300,94.7524,127.692,0.049,0.031,-14.1899,227.722,452.9752,469.0859
369, 2014-09-01 17:45:00+0300,95.9861,124.9969,0.049,0.031,-15.1671,245.5278,452.6569,468.1866
370, 2014-09-01 18:00:00+0300,92.2775,112.5406,0.049,0.031,-20.2631,263.1861,452.6049,467.5584
371, 2014-09-01 18:15:00+0300,100.8589,98.848,0.049,0.031,2.0097,270.2975,453.0703,467.657
372, 2014-09-01 18:30:00+0300,91.4884,86.7976,0.049,0.031,4.6878,273.5355,453.4671,467.8868
373, 2014-09-01 18:45:00+0300,95.788,90.8327,0.049,0.031,4.9334,274.8787,453.7792,468.1296
374, 2014-09-01 19:00:00+0300,95.1778,98.7788,0.049,0.031,-3.5826,277.2268,453.7442,468.018
375, 2014-09-01 19:15:00+0300,99.7126,94.5709,0.049,0.031,5.1511,281.2142,454.2018,468.2699
376, 2014-09-01 19:30:00+0300,92.7459,85.353,0.049,0.031,7.3898,282.6598,454.6386,468.6322
377, 2014-09-01 19:45:00+0300,81.1758,76.729,0.049,0.031,3.3132,280.2985,454.7466,468.8501
378, 2014-09-01 20:00:00+0300,95.9619,66.8269,0.049,0.031,26.4928,273.9141,455.877,470.2777
379, 2014-09-01 20:15:00+0300,85.7252,53.017,0.049,0.031,26.7034,255.4643,456.6209,471.8804
380, 2014-09-01 20:30:00+0300,89.1522,33.9403,0.049,0.031,41.0991,235.7276,458.4075,474.5858
381, 2014-09-01 20:45:00+0300,78.4855,10.5844,0.049,0.031,49.3301,215.9907,460.8159,477.9129
382, 2014-09-01 21:00:00+0300,83.1882,0.8559,0.049,0.031,63.5839,196.2539,463.9315,481.9472
383, 2014-09-01 21:15:00+0300,76.6685,0.0,0.049,0.031,57.9185,176.517,466.7695,485.704
384, 2014-09-01 21:30:00+0300,80.3687,0.0,0.049,0.031,61.6187,156.7802,469.7888,489.642
385, 2014-09-01 21:45:00+0300,73.2679,0.0,0.049,0.031,54.5318,137.0434,472.4602,493.2322
386, 2014-09-01 22:00:00+0300,74.6726,0.0,0.049,0.031,56.5211,117.3065,475.2004,496.8911
387, 2014-09-01 22:15:00+0300,57.766,0.0,0.049,0.031,39.016,97.5697,477.1122,499.7217
388, 2014-09-01 22:30:00+0300,60.813,0.0,0.049,0.031,42.063,77.8328,479.1733,502.7015
389, 2014-09-01 22:45:00+0300,56.8889,0.0,0.049,0.031,38.1424,58.096,481.0421,505.4891
390, 2014-09-01 23:00:00+0300,58.6787,0.0,0.049,0.031,40.126,38.3592,482.9986,508.3643
391, 2014-09-01 23:15:00+0300,53.0083,0.0,0.049,0.031,34.2583,18.6223,484.6772,510.9617
392, 2014-09-01 23:30:00+0300,53.6429,0.0,0.049,0.031,34.8929,0.0,486.4389,513.5902
393, 2014-09-01 23:45:00+0300,51.3172,0.0,0.049,0.031,32.5672,0.0,488.9534,516.1048
394, 2014-09-02 00:00:00+0300,53.9365,0.0,0.049,0.031,35.5904,0.0,491.5963,518.7477
395, 2014-09-02 00:15:00+0300,53.3245,0.0,0.049,0.031,53.3245,0.0,494.2092,521.3606
396, 2014-09-02 00:30:00+0300,52.913,0.0,0.049,0.031,52.913,0.0,496.8019,523.9533
397, 2014-09-02 00:45:00+0300,56.2493,0.0,0.049,0.031,56.2493,0.0,499.5581,526.7095
398, 2014-09-02 01:00:00+0300,52.1893,0.0,0.031,0.031,52.1893,15.3189,501.6759,528.3274
399, 2014-09-02 01:15:00+0300,52.1783,0.0,0.031,0.031,52.1783,29.5867,503.759,529.9449
400, 2014-09-02 01:30:00+0300,53.3279,0.0,0.031,0.031,53.3279,46.9402,505.9784,531.5981
401, 2014-09-02 01:45:00+0300,51.4269,0.0,0.031,0.031,51.4269,64.7511,508.1539,533.1923
402, 2014-09-02 02:00:00+0300,51.8373,0.0,0.031,0.031,51.8373,82.562,510.342,534.7993
403, 2014-09-02 02:15:00+0300,52.7326,0.0,0.031,0.031,52.7326,99.9319,512.5435,536.434
404, 2014-09-02 02:30:00+0300,54.6613,0.0,0.031,0.031,54.6613,117.7444,514.8193,538.1285
405, 2014-09-02 02:45:00+0300,51.5591,0.0,0.031,0.031,51.5591,135.5569,516.9989,539.7268
406, 2014-09-02 03:00:00+0300,53.3688,0.0,0.031,0.031,53.3696,153.3694,519.2346,541.3812
407, 2014-09-02 03:15:00+0300,56.6036,0.0,0.031,0.031,56.6028,171.1818,521.5705,543.1359
408, 2014-09-02 03:30:00+0300,53.2441,0.0,0.031,0.031,53.2462,188.9943,523.8023,544.7865
409, 2014-09-02 03:45:00+0300,55.4346,0.0,0.031,0.031,55.4376,206.8068,526.1021,546.505
410, 2014-09-02 04:00:00+0300,52.3249,0.0,0.031,0.031,52.3308,224.6193,528.3054,548.1271
411, 2014-09-02 04:15:00+0300,53.2907,0.0,0.031,0.031,61.9856,242.4318,530.5386,549.7791
412, 2014-09-02 04:30:00+0300,53.2418,0.0,0.031,0.031,69.0768,260.2443,532.7704,551.4296
413, 2014-09-02 04:45:00+0300,58.7255,0.0,0.031,0.031,77.3732,278.0568,535.1721,553.2501
414, 2014-09-02 05:00:00+0300,52.0169,0.0,0.031,0.031,70.5424,295.8693,537.3659,554.8626
415, 2014-09-02 05:15:00+0300,51.0964,0.0,0.031,0.031,69.8464,300.0,539.0847,556.4466
416, 2014-09-02 05:30:00+0300,53.9098,0.0,0.031,0.031,72.6598,300.0,540.7559,558.1178
417, 2014-09-02 05:45:00+0300,53.6877,0.0,0.031,0.031,72.4377,300.0,542.4202,559.7821
418, 2014-09-02 06:00:00+0300,54.7001,0.0,0.031,0.031,73.4501,300.0,544.1159,561.4778
419, 2014-09-02 06:15:00+0300,57.2229,0.0,0.031,0.031,75.9729,300.0,545.8898,563.2517
420, 2014-09-02 06:30:00+0300,52.4974,0.0,0.031,0.031,71.2474,300.0,547.5172,564.8791
421, 2014-09-02 06:45:00+0300,50.1864,0.0,0.031,0.031,68.9364,300.0,549.073,566.4349
422, 2014-09-02 07:00:00+0300,54.6984,0.0,0.031,0.031,73.4484,300.0,550.7687,568.1305
423, 2014-09-02 07:15:00+0300,53.1012,0.0,0.031,0.031,71.8512,300.0,552.4148,569.7767
424, 2014-09-02 07:30:00+0300,54.9655,0.0,0.031,0.031,73.7155,300.0,554.1187,571.4806
425, 2014-09-02 07:45:00+0300,46.4267,0.4534,0.031,0.031,64.7232,300.0,555.5439,572.9058
426, 2014-09-02 08:00:00+0300,57.7971,2.3778,0.031,0.031,74.1694,300.0,557.2619,574.6238
427, 2014-09-02 08:15:00+0300,47.2784,4.6811,0.031,0.031,61.3473,300.0,558.5824,575.9443
428, 2014-09-02 08:30:00+0300,53.783,6.6948,0.031,0.031,57.4134,300.0,560.0421,577.404
429, 2014-09-02 08:45:00+0300,48.6304,8.6827,0.031,0.031,39.9476,300.0,561.2805,578.6424
430, 2014-09-02 09:00:00+0300,53.3965,10.7253,0.049,0.031,42.6713,280.2637,562.4527,580.7333
431, 2014-09-02 09:15:00+0300,55.1538,12.0852,0.049,0.031,43.0687,260.5419,563.645,582.8437
432, 2014-09-02 09:30:00+0300,54.6277,12.8162,0.049,0.031,41.8115,240.8254,564.776,584.8924
433, 2014-09-02 09:45:00+0300,64.8127,5.2033,0.049,0.031,59.6094,221.1749,566.7821,587.8133
434, 2014-09-02 10:00:00+0300,69.332,8.2859,0.049,0.031,42.2961,201.438,568.8546,590.8045
435, 2014-09-02 10:15:00+0300,73.9625,10.2984,0.049,0.031,62.2559,181.7012,571.0554,593.9241
436, 2014-09-02 10:30:00+0300,79.5186,11.264,0.049,0.031,73.5054,161.9644,573.4811,597.2686
437, 2014-09-02 10:45:00+0300,84.2504,11.346,0.049,0.031,78.3394,142.2275,576.1347,600.8409
438, 2014-09-02 11:00:00+0300,82.7361,11.6085,0.049,0.031,52.3776,122.4907,578.7012,604.3261
439, 2014-09-02 11:15:00+0300,85.0125,16.1581,0.049,0.031,50.1044,102.7538,581.1563,607.7
440, 2014-09-02 11:30:00+0300,89.504,24.3753,0.049,0.031,46.3788,83.017,583.4289,610.8913
441, 2014-09-02 11:45:00+0300,101.1233,32.6661,0.049,0.031,49.7072,63.2802,585.8645,614.2457
442, 2014-09-02 12:00:00+0300,83.6645,41.0208,0.049,0.031,23.8937,43.5434,587.0353,616.3352
443, 2014-09-02 12:15:00+0300,100.4206,48.9948,0.049,0.031,32.6758,23.8067,588.6364,618.8551
444, 2014-09-02 12:30:00+0300,85.9857,57.1511,0.049,0.031,10.0846,4.0766,589.1309,620.268
445, 2014-09-02 12:45:00+0300,99.2189,64.9564,0.049,0.031,15.5213,0.0064,590.6203,621.9469
446, 2014-09-02 13:00:00+0300,96.462,72.3394,0.049,0.031,5.5881,0.0132,591.8026,623.1289
447, 2014-09-02 13:15:00+0300,81.8288,79.277,0.049,0.031,-15.0037,0.0029,591.9272,623.2539
448, 2014-09-02 13:30:00+0300,95.8188,85.8328,0.049,0.031,-3.214,0.0036,592.4166,623.7432
449, 2014-09-02 13:45:00+0300,90.7795,92.0126,0.049,0.031,-8.3747,0.0019,592.3783,623.705
450, 2014-09-02 14:00:00+0300,90.8207,98.0864,0.049,0.031,-9.6051,0.6673,592.1748,623.4798
451, 2014-09-02 14:15:00+0300,90.4281,103.4004,0.049,0.031,-7.6288,6.6235,591.967,623.0776
452, 2014-09-02 14:30:00+0300,91.996,108.2502,0.049,0.031,-6.9259,17.3642,591.8136,622.5738
453, 2014-09-02 14:45:00+0300,90.7181,112.6234,0.049,0.031,-7.7755,32.4554,591.627,621.8947
454, 2014-09-02 15:00:00+0300,90.2219,116.5104,0.049,0.031,-8.8062,49.9765,591.3838,621.0797
455, 2014-09-02 15:15:00+0300,93.7814,119.887,0.049,0.031,-9.3637,67.0286,591.1309,620.2705
456, 2014-09-02 15:30:00+0300,88.1142,122.7453,0.049,0.031,-16.0723,84.8135,590.6377,619.1969
457, 2014-09-02 15:45:00+0300,102.3429,125.0786,0.049,0.031,-3.9984,102.6249,590.5141,618.4921
458, 2014-09-02 16:00:00+0300,87.7345,126.8991,0.049,0.031,-20.4192,120.4367,589.8812,617.278
459, 2014-09-02 16:15:00+0300,90.0226,128.1826,0.049,0.031,-19.4505,138.2432,589.2793,616.095
460, 2014-09-02 16:30:00+0300,91.494,128.9172,0.049,0.031,-18.6797,156.0555,588.7005,614.9349
461, 2014-09-02 16:45:00+0300,91.2952,129.0783,0.049,0.031,-19.0361,173.8678,588.1104,613.7636
462, 2014-09-02 17:00:00+0300,92.068,128.598,0.049,0.031,-17.7864,191.6797,587.5592,612.6312
463, 2014-09-02 17:15:00+0300,91.4456,127.5019,0.049,0.031,-17.3211,209.4888,587.0226,611.5135
464, 2014-09-02 17:30:00+0300,87.3612,125.8151,0.049,0.031,-19.7105,227.3007,586.4118,610.3214
465, 2014-09-02 17:45:00+0300,87.2639,123.5647,0.049,0.031,-24.8241,245.1128,585.8677,609.1961
466, 2014-09-02 18:00:00+0300,91.6844,121.1369,0.049,0.031,-29.4525,262.9229,585.5358,608.2831
467, 2014-09-02 18:15:00+0300,93.1597,117.5703,0.049,0.031,-24.4106,280.7164,585.3598,607.5263
468, 2014-09-02 18:30:00+0300,92.8974,113.0422,0.049,0.031,-20.1449,298.4656,585.3144,606.9018
469, 2014-09-02 18:45:00+0300,87.9374,107.4453,0.049,0.031,-19.5079,300.0,584.7598,606.2971
470, 2014-09-02 19:00:00+0300,90.4224,100.7098,0.049,0.031,-10.2873,300.0,584.4409,605.9782
471, 2014-09-02 19:15:00+0300,100.4137,92.7304,0.049,0.031,7.6829,299.992,584.817,606.3547
472, 2014-09-02 19:30:00+0300,89.4635,83.6713,0.049,0.031,5.1937,298.1948,585.0171,606.6385
473, 2014-09-02 19:45:00+0300,85.7328,75.4791,0.049,0.031,8.3808,294.5047,585.3478,607.1409
474, 2014-09-02 20:00:00+0300,88.6881,66.0309,0.049,0.031,19.0824,288.0219,586.1562,608.2511
475, 2014-09-02 20:15:00+0300,86.4754,52.4006,0.049,0.031,28.9715,275.7349,587.2539,609.9208
476, 2014-09-02 20:30:00+0300,82.5453,32.889,0.049,0.031,33.6548,255.9986,588.7684,612.3539
477, 2014-09-02 20:45:00+0300,78.7202,9.0962,0.049,0.031,51.9059,236.2617,591.2612,615.7655
478, 2014-09-02 21:00:00+0300,76.6364,0.3374,0.049,0.031,57.5981,216.5249,594.0811,619.5042
479, 2014-09-02 21:15:00+0300,76.778,0.0,0.049,0.031,59.3998,196.7883,596.9245,623.2663
480, 2014-09-02 21:30:00+0300,77.8839,0.0,0.049,0.031,59.2503,177.0514,599.822,627.0826
481, 2014-09-02 21:45:00+0300,78.1896,0.0,0.049,0.031,59.5253,157.3146,602.7346,630.9139
482, 2014-09-02 22:00:00+0300,67.6126,0.0,0.049,0.031,49.6614,137.5777,605.1288,634.2269
483, 2014-09-02 22:15:00+0300,63.0956,0.0,0.049,0.031,45.1152,117.8411,607.3018,637.3186
484, 2014-09-02 22:30:00+0300,63.0322,0.0,0.049,0.031,44.3474,98.1042,609.4716,640.4072
485, 2014-09-02 22:45:00+0300,59.5593,0.0,0.049,0.031,40.8506,78.3674,611.4713,643.3256
486, 2014-09-02 23:00:00+0300,57.0608,0.0,0.049,0.031,38.4801,58.6305,613.3485,646.1216
487, 2014-09-02 23:15:00+0300,53.6091,0.0,0.049,0.031,34.9338,38.8949,615.0566,648.7484
488, 2014-09-02 23:30:00+0300,55.0076,0.0,0.049,0.031,36.2606,19.1581,616.8333,651.4438
489, 2014-09-02 23:45:00+0300,57.4819,0.0,0.049,0.031,38.7344,0.0,618.7581,654.2604
490, 2014-09-03 00:00:00+0300,52.8217,0.0,0.049,0.031,34.1475,0.0,621.3463,656.8487
491, 2014-09-03 00:15:00+0300,58.8146,0.0,0.049,0.031,58.811,0.0,624.2283,659.7306
492, 2014-09-03 00:30:00+0300,50.4987,0.0,0.049,0.031,50.4987,0.0,626.7027,662.205
493, 2014-09-03 00:45:00+0300,55.6359,0.0,0.049,0.031,55.6359,0.0,629.4289,664.9312
494, 2014-09-03 01:00:00+0300,53.5565,0.0,0.031,0.031,53.5565,0.0,631.0891,666.5914
495, 2014-09-03 01:15:00+0300,50.7909,0.0,0.031,0.031,50.7909,5.6632,632.8484,668.1659
496, 2014-09-03 01:30:00+0300,52.736,0.0,0.031,0.031,52.736,14.9209,634.7853,669.8008
